Ano, Mes, Dia, Hora, U, V, UI
1993,4,13,0,7.7875,-5.1105,801.88
1993,4,13,6,5.951,-5.2427,700.43
1993,4,13,12,7.4277,-3.7675,528.57
1993,4,13,18,4.3724,-1.3474,103.85
1993,4,14,0,3.7138,-1.8837,132.14
1993,4,14,6,1.8773,-2.016,93.55
1993,4,14,12,1.5786,-3.8953,275.79
1993,4,14,18,-0.53627,-6.981,823.37
1993,4,15,0,-0.39711,-5.5043,511.69
1993,4,15,6,-0.37673,-6.5784,730.18
1993,4,15,12,-0.7162,-6.3095,674.92
1993,4,15,18,-1.3748,-6.8458,805.22
1993,4,16,0,-2.2336,-5.6365,575.67
1993,4,16,6,-2.2336,-5.6365,575.67
1993,4,16,12,-2.7734,-3.622,278.34
1993,4,16,18,-1.8942,-5.9054,616.94
1993,4,17,0,-3.2317,-5.9039,669.38
1993,4,17,6,-3.1129,-3.3531,258.43
1993,4,17,12,-2.7531,-4.6961,430.63
1993,4,17,18,-1.9146,-4.8313,422.94
1993,4,18,0,-1.5955,-4.0261,293.71
1993,4,18,6,-1.9961,-0.53485,18.619
1993,4,18,12,-0.47864,-1.2078,26.434
1993,4,18,18,-0.15955,-0.40261,2.9371
1993,4,19,0,1.1372,1.7441,-61.175
1993,4,19,6,1.9146,4.8313,-422.94
1993,4,19,12,2.5731,5.3676,-538.22
1993,4,19,18,2.4136,4.965,-461.73
1993,4,20,0,1.2356,5.3691,-498.3
1993,4,20,6,2.4543,2.8168,-177.28
1993,4,20,12,3.354,-0.54073,30.945
1993,4,20,18,3.9345,-4.7035,485.86
1993,4,21,0,6.4704,-6.1831,932.18
1993,4,21,6,5.1329,-6.1817,836.69
1993,4,21,12,5.6319,-6.0479,841.95
1993,4,21,18,3.4151,-3.7631,322.13
1993,4,22,0,3.8938,-2.5552,200.47
1993,4,22,6,5.6284,2.9476,-315.47
1993,4,22,12,8.1031,4.6902,-739.73
1993,4,22,18,8.0827,5.7643,-964
1993,4,23,0,7.3258,1.6031,-202.51
1993,4,23,6,6.1886,-0.14107,14.71
1993,4,23,12,6.2293,-2.2893,255.94
1993,4,23,18,7.4277,-3.7675,528.57
1993,4,24,0,9.0639,-1.8896,294.72
1993,4,24,6,13.84,0.14589,-34.016
1993,4,24,12,14.127,-14.1,4740.6
1993,4,24,18,9.3085,-14.779,4348.3
1993,4,25,0,6.6131,-13.702,3511.7
1993,4,25,6,5.0956,-13.029,3070.5
1993,4,25,12,4.9157,-12.357,2768.5
1993,4,25,18,1.6805,-9.2659,1469.9
1993,4,26,0,0.6417,-7.3851,922.2
1993,4,26,6,-0.85537,-7.7862,1027.4
1993,4,26,12,0.32261,-8.1903,1130.9
1993,4,26,18,2.8381,-8.5958,1310.8
1993,4,27,0,3.775,-5.1061,546.19
1993,4,27,6,5.6319,-6.0479,841.95
1993,4,27,12,6.1717,-8.0625,1379
1993,4,27,18,4.4743,-6.718,913.44
1993,4,28,0,-0.057634,-5.7732,561.48
1993,4,28,6,-3.0518,-6.5754,802.96
1993,4,28,12,-2.7123,-6.8443,848.83
1993,4,28,18,-1.3544,-7.9199,1072
1993,4,29,0,1.4598,-6.4461,717.7
1993,4,29,6,3.5951,-4.4346,426.46
1993,4,29,12,3.5747,-3.3605,277.73
1993,4,29,18,1.7381,-3.4927,229.54
1993,4,30,0,0.7401,-3.7601,242.74
1993,4,30,6,0.24108,-3.8938,255.9
1993,4,30,12,0.60093,-5.2368,465.01
1993,4,30,18,0.44139,-5.6395,537.38
1993,5,1,0,0.76048,-4.8342,398.52
1993,5,1,6,-0.55666,-5.9069,590.36
1993,5,1,12,0.76048,-4.8342,398.52
1993,5,1,18,0.14268,-7.5188,952.48
1993,5,2,0,0.76048,-4.8342,398.52
1993,5,2,6,-0.89613,-5.638,542.18
1993,5,2,12,-0.87575,-6.7121,765.36
1993,5,2,18,-1.3544,-7.9199,1072
1993,5,3,0,-2.1929,-7.7847,1060.6
1993,5,3,6,-2.8515,-8.3211,1233
1993,5,3,12,-5.187,-8.587,1451.2
1993,5,3,18,-7.363,-8.4504,1595.5
1993,5,4,0,-8.7209,-7.3748,1418.9
1993,5,4,6,-8.1031,-4.6902,739.73
1993,5,4,12,-5.4281,-4.6932,567.3
1993,5,4,18,-3.0721,-5.5013,583.93
1993,5,5,0,-3.5915,-4.5609,446.02
1993,5,5,6,-4.111,-3.6205,334.1
1993,5,5,12,-2.6139,-3.2194,224.9
1993,5,5,18,-0.9369,-3.4898,212.42
1993,5,6,0,-0.15955,-0.40261,2.9371
1993,5,6,6,-0.31909,-0.80522,11.748
1993,5,6,12,3.5135,-0.13812,8.1815
1993,5,6,18,1.1576,0.67003,-15.097
1993,5,7,0,0.95728,2.4156,-105.74
1993,5,7,6,-0.87926,2.2834,-94.118
1993,5,7,12,-2.8753,1.7486,-99.125
1993,5,7,18,-3.354,0.54073,-30.945
1993,5,8,0,-4.1925,0.67592,-48.352
1993,5,8,6,-3.3336,-0.53338,30.333
1993,5,8,12,-4.1517,-1.4723,109.25
1993,5,8,18,-1.9553,-2.6831,150.05
1993,5,9,0,-1.1372,-1.7441,61.175
1993,5,9,6,-1.6566,-0.80374,24.93
1993,5,9,12,-1.7958,-2.2805,111.51
1993,5,9,18,-1.0761,-4.9665,425.15
1993,5,10,0,0.40062,-3.4912,206.67
1993,5,10,6,0.7401,-3.7601,242.74
1993,5,10,12,-0.45826,-2.2819,89.469
1993,5,10,18,-1.3171,-1.0726,30.693
1993,5,11,0,-2.3559,0.80816,-33.908
1993,5,11,6,-3.0349,1.3459,-75.274
1993,5,11,12,-3.4931,-0.93599,57.02
1993,5,11,18,-2.8346,-0.39967,19.273
1993,5,12,0,-3.0145,0.27184,-13.86
1993,5,12,6,-2.1556,-0.93746,37.121
1993,5,12,12,0.87926,-2.2834,94.118
1993,5,12,18,2.0369,-1.6134,70.619
1993,5,13,0,3.5135,-0.13812,8.1815
1993,5,13,6,3.9718,2.1438,-163
1993,5,13,12,3.7919,2.8153,-223.98
1993,5,13,18,2.6547,1.0712,-51.654
1993,5,14,0,2.9737,1.8764,-111.14
1993,5,14,6,4.6915,-0.5422,43.136
1993,5,14,12,4.5727,-3.093,287.64
1993,5,14,18,4.0533,-2.1526,166.42
1993,5,15,0,3.3336,0.53338,-30.333
1993,5,15,6,1.4767,1.4752,-51.873
1993,5,15,12,3.4524,3.0842,-240.52
1993,5,15,18,2.7327,5.7702,-620.59
1993,5,16,0,3.4896,9.9315,-1761.1
1993,5,16,6,6.1443,11.003,-2335.7
1993,5,16,12,4.9459,12.481,-2822.6
1993,5,16,18,3.7272,15.033,-3922.3
1993,5,17,0,7.3595,17.446,-5564.6
1993,5,17,6,8.6296,11.309,-2709.9
1993,5,17,12,11.199,0.12195,-23.007
1993,5,17,18,5.6692,0.79933,-77.091
1993,5,18,0,6.6264,3.215,-398.88
1993,5,18,6,7.3054,2.6772,-350.89
1993,5,18,12,5.6895,-0.27478,26.366
1993,5,18,18,4.532,-0.94481,73.68
1993,5,19,0,5.0106,0.26301,-22.23
1993,5,19,6,5.6284,2.9476,-315.47
1993,5,19,12,5.6692,0.79933,-77.091
1993,5,19,18,4.2536,-3.8982,378.88
1993,5,20,0,2.8957,-2.8227,192.28
1993,5,20,6,1.5174,-0.67297,18.818
1993,5,20,12,2.3559,-0.80816,33.908
1993,5,20,18,1.1576,0.67003,-15.097
1993,5,21,0,2.1149,3.0857,-194.45
1993,5,21,6,2.254,4.5624,-391.1
1993,5,21,12,4.4097,5.4999,-653.11
1993,5,21,18,3.2928,2.6816,-191.83
1993,5,22,0,3.4524,3.0842,-240.52
1993,5,22,6,4.7491,5.231,-622.57
1993,5,22,12,4.8883,6.7077,-937.84
1993,5,22,18,5.6656,9.7948,-1867
1993,5,23,0,3.6492,10.334,-1907.8
1993,5,23,6,3.6899,8.1859,-1238.2
1993,5,23,12,5.0478,7.1103,-1044.4
1993,5,23,18,3.1909,8.0522,-1174.8
1993,5,24,0,2.8107,10.469,-1911.7
1993,5,24,6,3.1094,12.349,-2648.9
1993,5,24,12,2.1521,9.933,-1700.6
1993,5,24,18,-0.14268,7.5188,-952.48
1993,5,25,0,-0.30222,7.1162,-853.82
1993,5,25,6,0.037251,6.8473,-789.81
1993,5,25,12,-0.7401,3.7601,-242.74
1993,5,25,18,-2.8753,1.7486,-99.125
1993,5,26,0,0.77735,3.0871,-165.56
1993,5,26,6,2.0945,4.1598,-326.36
1993,5,26,12,3.2317,5.9039,-669.38
1993,5,26,18,2.9126,5.0987,-504.34
1993,5,27,0,4.0906,4.6946,-492.43
1993,5,27,6,5.8287,1.2019,-120.5
1993,5,27,12,7.3665,-0.54514,67.833
1993,5,27,18,2.8346,0.39967,-19.273
1993,5,28,0,1.5955,4.0261,-293.71
1993,5,28,6,-1.1611,8.3255,-1178.9
1993,5,28,12,-0.88277,11.279,-2149.5
1993,5,28,18,2.2301,14.632,-3648.2
1993,5,29,0,5.3634,16.911,-5054
1993,5,29,6,8.5986,13.819,-3789
1993,5,29,12,11.535,8.8485,-2167
1993,5,29,18,7.285,3.7513,-517.8
1993,5,30,0,5.9067,5.901,-829.96
1993,5,30,6,5.0682,6.0362,-801.43
1993,5,30,12,4.4504,3.3516,-314.56
1993,5,30,18,2.6139,3.2194,-224.9
1993,5,31,0,1.9146,4.8313,-422.94
1993,5,31,6,1.6939,7.651,-1010
1993,5,31,12,2.7327,5.7702,-620.59
1993,5,31,18,2.1929,7.7847,-1060.6
1993,6,1,0,2.9702,10.872,-2064.1
1993,6,1,6,6.0051,9.5259,-1807
1993,6,1,12,8.1031,4.6902,-739.73
1993,6,1,18,6.6468,2.1409,-251.84
1993,6,2,0,3.0145,-0.27184,13.86
1993,6,2,6,2.8346,0.39967,-19.273
1993,6,2,12,-0.15955,-0.40261,2.9371
1993,6,2,18,-1.3171,-1.0726,30.693
1993,6,3,0,-0.67895,0.53779,-7.8466
1993,6,3,6,-0.85888,1.2093,-30.216
1993,6,3,12,0.47864,1.2078,-26.434
1993,6,3,18,2.2948,2.4142,-135.46
1993,6,4,0,-0.08153,4.2964,-311.01
1993,6,4,6,-0.38024,2.4171,-99.629
1993,6,4,12,0.020382,-1.0741,19.438
1993,6,4,18,-1.0761,-4.9665,425.15
1993,6,5,0,-1.3952,-5.7717,577.32
1993,6,5,6,-1.1948,-7.5173,963.88
1993,6,5,12,-0.99453,-9.2629,1453.7
1993,6,5,18,-0.49551,-9.1292,1406
1993,6,6,0,-1.8534,-8.0536,1121.2
1993,6,6,6,-2.013,-8.4562,1238.2
1993,6,6,12,-1.334,-8.994,1377.6
1993,6,6,18,-1.1745,-8.5914,1255
1993,6,7,0,-2.0333,-7.3821,952.19
1993,6,7,6,-2.0333,-7.3821,952.19
1993,6,7,12,-1.0557,-6.0406,623.98
1993,6,7,18,0.48215,-7.7877,1023.6
1993,6,8,0,-0.39711,-5.5043,511.69
1993,6,8,6,2.098,-4.8357,429.39
1993,6,8,12,2.2779,-5.5072,552.89
1993,6,8,18,2.4375,-5.1046,486.41
1993,6,9,0,3.0757,-3.4942,274
1993,6,9,6,2.5563,-2.5538,155.44
1993,6,9,12,3.7546,-4.032,374.2
1993,6,9,18,4.7527,-3.7645,384.48
1993,6,10,0,4.851,-0.1396,11.412
1993,6,10,6,5.1701,0.66562,-58.449
1993,6,10,12,6.0086,0.53044,-53.899
1993,6,10,18,4.8918,-2.2878,208.13
1993,6,11,0,5.9102,-3.0945,347.77
1993,6,11,6,2.2168,-2.2849,122.53
1993,6,11,12,3.0757,-3.4942,274
1993,6,11,18,1.5582,-2.8212,153.17
1993,6,12,0,-0.6178,-2.6845,124.57
1993,6,12,6,-0.25795,-4.0275,273.81
1993,6,12,12,-1.755,-4.4287,355.39
1993,6,12,18,-3.0518,-6.5754,802.96
1993,6,13,0,-4.0906,-4.6946,492.43
1993,6,13,6,-4.5692,-5.9025,742.18
1993,6,13,12,-3.8699,-7.5144,1069.9
1993,6,13,18,-4.009,-8.9911,1491
1993,6,14,0,-4.5488,-6.9766,978.8
1993,6,14,6,-4.2501,-5.0972,569.86
1993,6,14,12,-4.2297,-6.1714,777.79
1993,6,14,18,-3.6696,-9.26,1553.7
1993,6,15,0,-5.4077,-5.7673,768.09
1993,6,15,6,-4.7084,-7.3792,1088.1
1993,6,15,12,-6.0459,-7.3777,1185.5
1993,6,15,18,-5.5061,-9.3922,1722.5
1993,6,16,0,-5.7268,-6.5725,965.17
1993,6,16,6,-4.7084,-7.3792,1088.1
1993,6,16,12,-3.1909,-8.0522,1174.8
1993,6,16,18,-2.013,-8.4562,1238.2
1993,6,17,0,-1.4155,-4.6976,388.24
1993,6,17,6,-2.0741,-5.2339,496.37
1993,6,17,12,-1.5343,-7.2484,904.66
1993,6,17,18,-0.49551,-9.1292,1406
1993,6,18,0,-0.87575,-6.7121,765.36
1993,6,18,6,-0.25795,-4.0275,273.81
1993,6,18,12,1.4598,-6.4461,717.7
1993,6,18,18,0.92003,-4.4316,337.89
1993,6,19,0,-0.9369,-3.4898,212.42
1993,6,19,6,-0.13916,-1.4767,36.898
1993,6,19,12,-0.29871,-1.8793,60.243
1993,6,19,18,-0.75697,-4.1613,296.48
1993,6,20,0,-1.1372,-1.7441,61.175
1993,6,20,6,0.87926,-2.2834,94.118
1993,6,20,12,0.85888,-1.2093,30.216
1993,6,20,18,-1.677,0.27037,-7.7364
1993,6,21,0,-2.1964,1.2108,-51.153
1993,6,21,6,-1.5174,0.67297,-18.818
1993,6,21,12,-2.8142,-1.4738,78.867
1993,6,21,18,-1.4359,-3.6235,237.91
1993,6,22,0,0.061147,-3.2223,174.94
1993,6,22,6,0.56017,-3.0886,163.32
1993,6,22,12,0.58055,-4.1627,294.73
1993,6,22,18,0.26146,-4.9679,416.33
1993,6,23,0,-0.6178,-2.6845,124.57
1993,6,23,6,0.38024,-2.4171,99.629
1993,6,23,12,-1.2968,-2.1468,90.697
1993,6,23,18,-1.2764,-3.2209,187.98
1993,6,24,0,-2.1149,-3.0857,194.45
1993,6,24,6,-3.0925,-4.4272,402.75
1993,6,24,12,-2.2133,-6.7106,798.78
1993,6,24,18,-2.512,-8.5899,1295
1993,6,25,0,-3.1909,-8.0522,1174.8
1993,6,25,6,-3.011,-8.7237,1356.2
1993,6,25,12,-3.6899,-8.1859,1238.2
1993,6,25,18,-3.0518,-6.5754,802.96
1993,6,26,0,-4.4504,-3.3516,314.56
1993,6,26,6,-5.2685,-4.2906,491.09
1993,6,26,12,-3.7715,-3.8894,354.96
1993,6,26,18,-1.755,-4.4287,355.39
1993,6,27,0,-1.4767,-1.4752,51.873
1993,6,27,6,-0.97766,-1.3415,37.513
1993,6,27,12,0.69933,-1.6119,47.71
1993,6,27,18,1.5174,-0.67297,18.818
1993,6,28,0,0.29871,1.8793,-60.243
1993,6,28,6,1.4563,2.5494,-126.09
1993,6,28,12,1.4971,0.40114,-10.473
1993,6,28,18,3.3744,-1.6148,101.76
1993,6,29,0,3.7342,-2.9578,237.36
1993,6,29,6,4.5931,-4.1671,435.35
1993,6,29,12,4.5931,-4.1671,435.35
1993,6,29,18,3.4355,-4.8372,483.45
1993,6,30,0,2.098,-4.8357,429.39
1993,6,30,6,2.2983,-6.5813,772.85
1993,6,30,12,3.018,-9.2673,1521.5
1993,6,30,18,1.8808,-11.011,2072.1
1993,7,1,0,-0.49551,-9.1292,1406
1993,7,1,6,-1.6123,-11.947,2426.3
1993,7,1,12,-2.6308,-11.141,2148.3
1993,7,1,18,-2.9498,-11.946,2476.2
1993,7,2,0,-4.3485,-8.7222,1432
1993,7,2,6,-4.8475,-8.8559,1506.1
1993,7,2,12,-4.8272,-9.93,1846.9
1993,7,2,18,-5.4857,-10.466,2083.4
1993,7,3,0,-7.543,-7.7788,1419.9
1993,7,3,6,-8.042,-7.9126,1503.8
1993,7,3,12,-7.543,-7.7788,1419.9
1993,7,3,18,-6.5041,-9.6596,1894.9
1993,7,4,0,-7.862,-8.5841,1683.2
1993,7,4,6,-7.2035,-8.0477,1464.2
1993,7,4,12,-5.8456,-9.1233,1665.3
1993,7,4,18,-4.1686,-9.3937,1626.3
1993,7,5,0,-5.866,-8.0492,1350.5
1993,7,5,6,-5.187,-8.587,1451.2
1993,7,5,12,-5.187,-8.587,1451.2
1993,7,5,18,-3.8291,-9.6626,1691.8
1993,7,6,0,-6.5245,-8.5855,1559.6
1993,7,6,6,-8.3814,-7.6437,1460.6
1993,7,6,12,-7.862,-8.5841,1683.2
1993,7,6,18,-7.0235,-8.7192,1644.5
1993,7,7,0,-8.5614,-6.9722,1296.8
1993,7,7,6,-6.7248,-6.8399,1105.2
1993,7,7,12,-6.3854,-7.1088,1144.3
1993,7,7,18,-4.688,-8.4533,1376.5
1993,7,8,0,-4.3689,-7.6481,1134.8
1993,7,8,6,-3.5915,-4.5609,446.02
1993,7,8,12,-3.1129,-3.3531,258.43
1993,7,8,18,-1.6158,-2.952,167.35
1993,7,9,0,-3.6119,-3.4868,294.88
1993,7,9,6,-1.0761,-4.9665,425.15
1993,7,9,12,-1.7346,-5.5028,534.84
1993,7,9,18,-1.5343,-7.2484,904.66
1993,7,10,0,-0.85537,-7.7862,1027.4
1993,7,10,6,-0.85537,-7.7862,1027.4
1993,7,10,12,0.6417,-7.3851,922.2
1993,7,10,18,-1.3544,-7.9199,1072
1993,7,11,0,-0.098399,-3.6249,221.43
1993,7,11,6,-0.098399,-3.6249,221.43
1993,7,11,12,-1.0761,-4.9665,425.15
1993,7,11,18,-1.7142,-6.5769,753.01
1993,7,12,0,-4.2705,-4.0231,397.62
1993,7,12,6,-2.7531,-4.6961,430.63
1993,7,12,12,-3.0721,-5.5013,583.93
1993,7,12,18,-3.2113,-6.978,902.95
1993,7,13,0,-3.9106,-5.3661,600.22
1993,7,13,6,-3.5712,-5.635,633.28
1993,7,13,12,-1.5547,-6.1743,662.23
1993,7,13,18,-1.3748,-6.8458,805.22
1993,7,14,0,-1.5547,-6.1743,662.23
1993,7,14,6,-1.256,-4.295,323.76
1993,7,14,12,-0.098399,-3.6249,221.43
1993,7,14,18,0.92003,-4.4316,337.89
1993,7,15,0,0.5194,-0.9404,17.019
1993,7,15,6,1.3375,-0.0014707,0.033137
1993,7,15,12,2.3356,0.26595,-10.531
1993,7,15,18,2.0165,-0.53926,18.961
1993,7,16,0,1.1168,2.8183,-143.92
1993,7,16,6,2.6547,1.0712,-51.654
1993,7,16,12,1.8365,0.13224,-4.1018
1993,7,16,18,0.040765,-2.1482,77.753
1993,7,17,0,-1.1576,-0.67003,15.097
1993,7,17,6,-0.45826,-2.2819,89.469
1993,7,17,12,0.040765,-2.1482,77.753
1993,7,17,18,0.7401,-3.7601,242.74
1993,7,18,0,0.8385,-0.13518,1.9341
1993,7,18,6,0.71971,-2.686,125.82
1993,7,18,12,0.28184,-6.0421,615.64
1993,7,18,18,-0.89613,-5.638,542.18
1993,7,19,0,-0.75697,-4.1613,296.48
1993,7,19,6,-0.41749,-4.4302,332.08
1993,7,19,12,0.44139,-5.6395,537.38
1993,7,19,18,-0.037251,-6.8473,789.81
1993,7,20,0,-1.5547,-6.1743,662.23
1993,7,20,6,-3.7307,-6.0376,721.84
1993,7,20,12,-3.8495,-8.5885,1361.7
1993,7,20,18,-4.8272,-9.93,1846.9
1993,7,21,0,-4.688,-8.4533,1376.5
1993,7,21,6,-6.0459,-7.3777,1185.5
1993,7,21,12,-6.0459,-7.3777,1185.5
1993,7,21,18,-6.5245,-8.5855,1559.6
1993,7,22,0,-7.9028,-6.4358,1104.9
1993,7,22,6,-7.2239,-6.9736,1179.5
1993,7,22,12,-7.7636,-4.9591,769.59
1993,7,22,18,-7.2239,-6.9736,1179.5
1993,7,23,0,-7.9232,-5.3617,864.09
1993,7,23,6,-5.9883,-1.6045,167.57
1993,7,23,12,-4.8103,-2.0086,176.38
1993,7,23,18,-3.931,-4.292,420.81
1993,7,24,0,-1.0964,-3.8924,265.15
1993,7,24,6,0.7401,-3.7601,242.74
1993,7,24,12,0.7401,-3.7601,242.74
1993,7,24,18,0.7401,-3.7601,242.74
1993,7,25,0,-3.2113,-6.978,902.95
1993,7,25,6,-3.5508,-6.7091,857.9
1993,7,25,12,-3.1705,-9.1263,1485.3
1993,7,25,18,-3.1502,-10.2,1834.4
1993,7,26,0,-2.5527,-6.4417,751.9
1993,7,26,6,-2.3932,-6.0391,660.85
1993,7,26,12,-2.0741,-5.2339,496.37
1993,7,26,18,-1.6939,-7.651,1010
1993,7,27,0,-2.254,-4.5624,391.1
1993,7,27,6,-1.2764,-3.2209,187.98
1993,7,27,12,-1.256,-4.295,323.76
1993,7,27,18,-1.5751,-5.1002,458.6
1993,7,28,0,-1.9146,-4.8313,422.94
1993,7,28,6,-1.6158,-2.952,167.35
1993,7,28,12,-1.7346,-5.5028,534.84
1993,7,28,18,0.96079,-6.5798,737.05
1993,7,29,0,-0.23756,-5.1017,438.91
1993,7,29,6,1.599,-4.9694,437
1993,7,29,12,2.4375,-5.1046,486.41
1993,7,29,18,3.775,-5.1061,546.19
1993,7,30,0,1.419,-4.2979,327.69
1993,7,30,6,1.7585,-4.5668,376.47
1993,7,30,12,0.12229,-6.4447,699.78
1993,7,30,18,-0.85537,-7.7862,1027.4
1993,7,31,0,-3.2317,-5.9039,669.38
1993,7,31,6,-4.2297,-6.1714,777.79
1993,7,31,12,-4.688,-8.4533,1376.5
1993,7,31,18,-3.8087,-10.737,2060.4
1993,8,1,0,-4.3281,-9.7963,1767.4
1993,8,1,6,-1.8126,-10.202,1780.7
1993,8,1,12,-0.47513,-10.203,1755.6
1993,8,1,18,-0.65505,-9.5318,1534.1
1993,8,2,0,-0.85537,-7.7862,1027.4
1993,8,2,6,0.26146,-4.9679,416.33
1993,8,2,12,0.421,-4.5653,352.59
1993,8,2,18,1.2799,-5.7746,575.37
1993,8,3,0,-0.078016,-4.6991,372.02
1993,8,3,6,-1.5955,-4.0261,293.71
1993,8,3,12,0.08153,-4.2964,311.01
1993,8,3,18,-0.89613,-5.638,542.18
1993,8,4,0,-2.6139,-3.2194,224.9
1993,8,4,6,-1.4359,-3.6235,237.91
1993,8,4,12,-0.9369,-3.4898,212.42
1993,8,4,18,-1.9146,-4.8313,422.94
1993,8,5,0,-2.0741,-5.2339,496.37
1993,8,5,6,-2.5527,-6.4417,751.9
1993,8,5,12,-1.7346,-5.5028,534.84
1993,8,5,18,-2.8922,-6.1728,708.84
1993,8,6,0,-1.5547,-6.1743,662.23
1993,8,6,6,-0.39711,-5.5043,511.69
1993,8,6,12,1.1611,-8.3255,1178.9
1993,8,6,18,1.9996,-8.4606,1239.1
1993,8,7,0,2.1388,-6.9839,859.3
1993,8,7,6,1.6194,-6.0435,636.97
1993,8,7,12,1.4598,-6.4461,717.7
1993,8,7,18,0.6417,-7.3851,922.2
1993,8,8,0,-0.53627,-6.981,823.37
1993,8,8,6,-0.7162,-6.3095,674.92
1993,8,8,12,-1.5139,-8.3225,1185.9
1993,8,8,18,-3.1502,-10.2,1834.4
1993,8,9,0,-4.5081,-9.1248,1564.4
1993,8,9,6,-6.5449,-7.5114,1260.6
1993,8,9,12,-4.8475,-8.8559,1506.1
1993,8,9,18,-3.9887,-10.065,1835.7
1993,8,10,0,-5.8456,-9.1233,1665.3
1993,8,10,6,-5.5469,-7.244,1113.4
1993,8,10,12,-4.5284,-8.0507,1252.7
1993,8,10,18,-4.5284,-8.0507,1252.7
1993,8,11,0,-5.5673,-6.1699,863.73
1993,8,11,6,-2.5731,-5.3676,538.22
1993,8,11,12,-1.3748,-6.8458,805.22
1993,8,11,18,0.6417,-7.3851,922.2
1993,8,12,0,1.419,-4.2979,327.69
1993,8,12,6,1.5582,-2.8212,153.17
1993,8,12,12,1.2187,-2.5523,121.6
1993,8,12,18,0.71971,-2.686,125.82
1993,8,13,0,0.38024,-2.4171,99.629
1993,8,13,6,1.5378,-1.7471,68.499
1993,8,13,12,3.5543,-2.2863,162.77
1993,8,13,18,4.532,-0.94481,73.68
1993,8,14,0,2.5155,-0.40555,17.407
1993,8,14,6,3.0553,-2.4201,158.89
1993,8,14,12,2.7362,-3.2253,229.8
1993,8,14,18,0.061147,-3.2223,174.94
1993,8,15,0,-0.29871,-1.8793,60.243
1993,8,15,6,-0.20031,1.7456,-51.668
1993,8,15,12,2.1149,3.0857,-194.45
1993,8,15,18,2.9126,5.0987,-504.34
1993,8,16,0,2.2709,12.484,-2668.4
1993,8,16,6,0.2952,10.875,-1992.9
1993,8,16,12,-3.7377,11.953,-2521.8
1993,8,16,18,-5.1125,5.1075,-621.77
1993,8,17,0,-6.8879,1.753,-209.88
1993,8,17,6,-3.9922,-1.0697,74.475
1993,8,17,12,-5.3297,-1.0682,97.814
1993,8,17,18,-5.6284,-2.9476,315.47
1993,8,18,0,-3.9514,-3.2179,276.24
1993,8,18,6,-2.7531,-4.6961,430.63
1993,8,18,12,-1.0761,-4.9665,425.15
1993,8,18,18,-0.53627,-6.981,823.37
1993,8,19,0,-1.2356,-5.3691,498.3
1993,8,19,6,-0.098399,-3.6249,221.43
1993,8,19,12,-2.6139,-3.2194,224.9
1993,8,19,18,-1.4359,-3.6235,237.91
1993,8,20,0,-2.7938,-2.5479,162.29
1993,8,20,6,-2.3559,0.80816,-33.908
1993,8,20,12,-2.0165,0.53926,-18.961
1993,8,20,18,-2.3967,2.9564,-189.54
1993,8,21,0,1.7754,3.3546,-214.48
1993,8,21,6,3.0518,6.5754,-802.96
1993,8,21,12,4.5896,4.8284,-541.83
1993,8,21,18,3.5915,4.5609,-446.02
1993,8,22,0,3.1129,3.3531,-258.43
1993,8,22,6,1.8162,1.2064,-44.307
1993,8,22,12,1.8365,0.13224,-4.1018
1993,8,22,18,0.17993,-0.6715,7.8638
1993,8,23,0,-1.6362,-1.8779,78.789
1993,8,23,6,-3.4116,-5.2324,550.57
1993,8,23,12,-4.0498,-6.8429,916.57
1993,8,23,18,-3.5304,-7.7833,1120.6
1993,8,24,0,-4.1686,-9.3937,1626.3
1993,8,24,6,-2.9702,-10.872,2064.1
1993,8,24,12,-2.2913,-11.41,2236.7
1993,8,24,18,-1.5919,-13.022,2877.6
1993,8,25,0,-0.27481,-11.949,2405.8
1993,8,25,6,1.0627,-11.95,2415.2
1993,8,25,12,1.2222,-11.548,2258.9
1993,8,25,18,0.38375,-11.413,2195.3
1993,8,26,0,-0.97415,-10.337,1808
1993,8,26,6,0.52292,-9.9359,1665.3
1993,8,26,12,0.52292,-9.9359,1665.3
1993,8,26,18,0.32261,-8.1903,1130.9
1993,8,27,0,0.28184,-6.0421,615.64
1993,8,27,6,0.30222,-7.1162,853.82
1993,8,27,12,0.28184,-6.0421,615.64
1993,8,27,18,-1.1948,-7.5173,963.88
1993,8,28,0,-3.2113,-6.978,902.95
1993,8,28,6,-5.0478,-7.1103,1044.4
1993,8,28,12,-4.5488,-6.9766,978.8
1993,8,28,18,-5.2074,-7.5129,1156.9
1993,8,29,0,-5.5673,-6.1699,863.73
1993,8,29,6,-5.7676,-4.4243,541.75
1993,8,29,12,-5.4077,-5.7673,768.09
1993,8,29,18,-5.0682,-6.0362,801.43
1993,8,30,0,-5.2685,-4.2906,491.09
1993,8,30,6,-5.8083,-2.2761,239.19
1993,8,30,12,-2.4747,-1.7427,88.853
1993,8,30,18,-1.6158,-2.952,167.35
1993,8,31,0,-1.7958,-2.2805,111.51
1993,8,31,6,-0.99804,-0.26742,4.6547
1993,8,31,12,-0.79773,-2.013,73.428
1993,8,31,18,-1.2968,-2.1468,90.697
1993,9,1,0,-1.9553,-2.6831,150.05
1993,9,1,6,-2.6139,-3.2194,224.9
1993,9,1,12,-1.7754,-3.3546,214.48
1993,9,1,18,-0.078016,-4.6991,372.02
1993,9,2,0,-0.41749,-4.4302,332.08
