Ano, Mes, Dia, Hora, U, V, UI
1969,1,24,18,-1.7381,3.4927,-229.54
1969,1,25,0,-1.7381,3.4927,-229.54
1969,1,25,6,-5.8118,6.7194,-1005.6
1969,1,25,12,2.013,8.4562,-1238.2
1969,1,25,18,1.7958,2.2805,-111.51
1969,1,26,0,2.512,8.5899,-1295
1969,1,26,6,4.3893,6.574,-875.37
1969,1,26,12,2.4712,10.738,-1993.2
1969,1,26,18,5.187,8.587,-1451.2
1969,1,27,0,5.4281,4.6932,-567.3
1969,1,27,6,2.9906,9.7978,-1690.8
1969,1,27,12,5.9067,5.901,-829.96
1969,1,27,18,7.2035,8.0477,-1464.2
1969,1,28,0,7.7433,6.0332,-997.65
1969,1,28,6,9.2607,5.3603,-966.18
1969,1,28,12,7.964,3.2135,-464.89
1969,1,28,18,6.9455,4.0202,-543.48
1969,1,29,0,5.0886,4.9621,-594.1
1969,1,29,6,3.0721,5.5013,-583.93
1969,1,29,12,3.5712,5.635,-633.28
1969,1,29,18,0.63819,1.6104,-46.994
1969,1,30,0,2.176,-0.13665,5.019
1969,1,30,6,-2.6547,-1.0712,51.654
1969,1,30,12,-0.6178,-2.6845,124.57
1969,1,30,18,-3.1537,-1.2049,68.522
1969,1,31,0,-4.6339,6.3154,-833.32
1969,1,31,6,-2.7566,4.2994,-369.89
1969,1,31,12,-2.098,4.8357,-429.39
1969,1,31,18,-0.8385,0.13518,-1.9341
1969,2,1,0,-2.2575,4.4331,-371.51
1969,2,1,6,-3.0757,3.4942,-274
1969,2,1,12,-2.8753,1.7486,-99.125
1969,2,1,18,-5.1125,5.1075,-621.77
1969,2,2,0,-5.2313,2.5567,-250.77
1969,2,2,6,-8.3646,0.27772,-39.154
1969,2,2,12,-6.1478,-2.0072,218.66
1969,2,2,18,-8.1643,-1.4679,205.12
1969,2,3,0,-9.1012,-4.9577,865.52
1969,2,3,6,-11.776,-4.9547,1066.3
1969,2,3,12,-11.617,-4.5521,956.74
1969,2,3,18,-14.451,-4.9518,1274.2
1969,2,4,0,-14.173,-1.9983,481.82
1969,2,4,6,-10.68,-1.0623,192.06
1969,2,4,12,-10.68,-1.0623,192.06
1969,2,4,18,-10.361,-0.25713,44.891
1969,2,5,0,-9.2642,3.6352,-609.43
1969,2,5,6,-6.1921,9.1366,-1698.7
1969,2,5,12,-4.5931,4.1671,-435.35
1969,2,5,18,-4.6135,5.2413,-616.49
1969,2,6,0,-9.5053,7.5291,-1537.9
1969,2,6,6,-10.785,13.304,-3838.1
1969,2,6,12,-9.1658,7.2602,-1430
1969,2,6,18,-10.585,11.558,-3051.5
1969,2,7,0,-6.7691,4.3038,-581.55
1969,2,7,6,1.0353,7.1147,-861.68
1969,2,7,12,-6.3481,-0.26154,27.992
1969,2,7,18,-4.1721,-0.3982,28.113
1969,2,8,0,-10.021,-0.52603,88.921
1969,2,8,6,-13.056,0.81992,-180.69
1969,2,8,12,-11.318,-2.6728,523.6
1969,2,8,18,-11.338,-1.5987,308.36
1969,2,9,0,-14.054,0.5525,-130.9
1969,2,9,6,-15.572,1.2255,-322.45
1969,2,9,12,-15.51,-1.9969,526.05
1969,2,9,18,-18.046,-0.5172,157.29
1969,2,10,0,-21.061,-0.24536,87.056
1969,2,10,6,-21.04,-1.3195,468.59
1969,2,10,12,-16.149,-3.6073,1005.5
1969,2,10,18,-15.989,-3.2047,880.32
1969,2,11,0,-14.655,5.7893,-1536.7
1969,2,11,6,-10.659,-2.1365,391.26
1969,2,11,12,-2.2744,-3.4883,244.7
1969,2,11,18,0.421,-4.5653,352.59
1969,2,12,0,2.7973,-6.4476,763.36
1969,2,12,6,-0.65857,-0.53632,7.6732
1969,2,12,12,5.4724,-6.4505,919.18
1969,2,12,18,6.7895,-5.3779,784.66
1969,2,13,0,10.344,-7.6643,1662.1
1969,2,13,6,8.1066,-4.3053,665.69
1969,2,13,12,7.6891,-8.7354,1712.5
1969,2,13,18,-0.2952,-10.875,1992.9
1969,2,14,0,-1.5547,-6.1743,662.23
1969,2,14,6,-1.5955,-4.0261,293.71
1969,2,14,12,4.8138,-6.9869,998.61
1969,2,14,18,4.0941,-4.3009,430.2
1969,2,15,0,4.5355,-9.9403,1829.6
1969,2,15,6,4.9937,-7.6584,1179.5
1969,2,15,12,8.1474,-6.4535,1129.9
1969,2,15,18,6.6096,-4.7064,643.29
1969,2,16,0,4.8103,2.0086,-176.38
1969,2,16,6,5.9271,4.8269,-621.53
1969,2,16,12,6.5653,6.4373,-997.06
1969,2,16,18,6.5857,5.3632,-767.32
1969,2,17,0,8.4222,5.4954,-930.96
1969,2,17,6,3.5508,6.7091,-857.9
1969,2,17,12,-1.4394,5.372,-503.29
1969,2,17,18,-5.6877,16.037,-4596.8
1969,2,18,0,0.21226,18.769,-5934.9
1969,2,18,6,1.4694,15.076,-3846.8
1969,2,18,12,8.5926,8.8518,-1839.5
1969,2,18,18,13.672,7.2619,-1893.8
1969,2,19,0,9.8093,6.4069,-1264.5
1969,2,19,6,8.2203,1.159,-162.08
1969,2,19,12,18.473,0.91951,-286.5
1969,2,19,18,14.327,5.3144,-1368
1969,2,20,0,10.334,6.9434,-1456.2
1969,2,20,6,3.8176,8.508,-1336.5
1969,2,20,12,5.7091,11.03,-2307.7
1969,2,20,18,5.6598,14.507,-3805.6
1969,2,21,0,4.1105,15.1,-3980.6
1969,2,21,6,1.4619,13.706,-3182.6
1969,2,21,12,7.4805,4.0196,-575.02
1969,2,21,18,9.2923,1.0504,-165.48
1969,2,22,0,11.082,4.5527,-918.8
1969,2,22,6,4.7803,7.1106,-1026.3
1969,2,22,12,-4.0829,6.355,-808.64
1969,2,22,18,0.61851,0.88544,-16.11
1969,2,23,0,7.5784,-1.1361,146.66
1969,2,23,6,8.8401,3.7362,-604.02
1969,2,23,12,6.3712,2.5708,-297.53
1969,2,23,18,7.2681,-4.1701,588.63
1969,2,24,0,8.2254,-1.7544,248.56
1969,2,24,6,5.4485,3.6191,-398.76
1969,2,24,12,4.4912,1.2034,-94.257
1969,2,24,18,3.9718,2.1438,-163
1969,2,25,0,5.1498,1.7397,-159.3
1969,2,25,6,3.7138,-1.8837,132.14
1969,2,25,12,1.5174,-0.67297,18.818
1969,2,25,18,NaN,NaN,NaN
1969,2,26,0,-3.096,4.5683,-424.68
1969,2,26,6,-7.2681,4.1701,-588.63
1969,2,26,12,-5.7099,1.3489,-133.32
1969,2,26,18,-4.3316,-0.8008,59.424
1969,2,27,0,-6.029,0.54367,-55.44
1969,2,27,6,-6.528,0.40996,-45.171
1969,2,27,12,-7.5261,0.14254,-18.074
1969,2,27,18,-7.1458,-2.2746,287.34
1969,2,28,0,-7.1866,-0.12636,15.3
1969,2,28,6,-5.6692,-0.79933,77.091
1969,2,28,12,-3.2928,-2.6816,191.83
1969,2,28,18,-1.0964,-3.8924,265.15
1969,3,1,0,2.9941,0.80227,-41.892
1969,3,1,6,0.15955,0.40261,-2.9371
1969,3,1,12,0.99804,0.26742,-4.6547
1969,3,1,18,-1.0761,-4.9665,425.15
1969,3,2,0,-1.7754,-3.3546,214.48
1969,3,2,6,4.1145,-5.375,612.89
1969,3,2,12,1.9792,-7.3865,951.52
1969,3,2,18,0.44139,-5.6395,537.38
1969,3,3,0,-0.57704,-4.8328,396.23
1969,3,3,6,-5.3873,-6.8414,1003.6
1969,3,3,12,-4.1482,-10.468,1985.5
1969,3,3,18,-3.8495,-8.5885,1361.7
1969,3,4,0,-2.6919,-7.9184,1115.6
1969,3,4,6,-0.87575,-6.7121,765.36
1969,3,4,12,-1.3748,-6.8458,805.22
1969,3,4,18,0.46177,-6.7136,761.05
1969,3,5,0,0.26146,-4.9679,416.33
1969,3,5,6,3.517,-9.1336,1505.9
1969,3,5,12,-0.51589,-8.0551,1095.2
1969,3,5,18,0.33948,-0.2689,1.9617
1969,3,6,0,-3.5951,4.4346,-426.46
1969,3,6,6,-1.2391,3.6264,-234.11
1969,3,6,12,-3.1944,0.94334,-52.93
1969,3,6,18,-4.2129,1.75,-134.48
1969,3,7,0,-3.3336,-0.53338,30.333
1969,3,7,6,-1.9553,-2.6831,150.05
1969,3,7,12,-2.9534,-2.9505,207.49
1969,3,7,18,-2.9737,-1.8764,111.14
1969,3,8,0,-2.9737,-1.8764,111.14
1969,3,8,6,-4.3555,9.2688,-1599
1969,3,8,12,-2.098,4.8357,-429.39
1969,3,8,18,0.1968,7.2499,-885.73
1969,3,9,0,-1.1815,9.3996,-1500
1969,3,9,6,-2.6785,8.9984,-1423.2
1969,3,9,12,3.8903,6.4403,-816.27
1969,3,9,18,5.0886,4.9621,-594.1
1969,3,10,0,7.2442,5.8995,-928.46
1969,3,10,6,7.6821,9.2556,-1875.4
1969,3,10,12,7.0439,7.6451,-1338.8
1969,3,10,18,7.543,7.7788,-1419.9
1969,3,11,0,9.8174,11.267,-2836.4
1969,3,11,6,7.1219,12.344,-2963.5
1969,3,11,12,10.856,9.3863,-2269.2
1969,3,11,18,6.8844,7.2425,-1219.1
1969,3,12,0,6.5653,6.4373,-997.06
1969,3,12,6,8.0996,13.686,-3666.3
1969,3,12,12,11.613,13.548,-4072.2
1969,3,12,18,12.055,7.9081,-1920.6
1969,3,13,0,9.6986,8.7163,-1914.6
1969,3,13,6,10.25,7.8564,-1709.2
1969,3,13,12,8.3044,5.5359,-930.71
1969,3,13,18,10.384,2.5664,-462.42
1969,3,14,0,12.795,4.148,-939.84
1969,3,14,6,9.1996,8.5826,-1819
1969,3,14,12,3.4621,14.026,-3413.7
1969,3,14,18,8.2698,2.072,-297.56
1969,3,15,0,14.853,13.732,-4679.2
1969,3,15,6,17.1,6.3452,-1949.5
1969,3,15,12,18.93,3.3089,-1071.1
1969,3,15,18,11.076,3.9754,-788.05
1969,3,16,0,10.717,7.9096,-1774.7
1969,3,16,6,8.8396,15.215,-4510.3
1969,3,16,12,12.649,10.083,-2747.3
1969,3,16,18,14.915,7.811,-2215.4
1969,3,17,0,14.631,4.2803,-1099.2
1969,3,17,6,13.285,4.7114,-1118.7
1969,3,17,12,12.275,5.0884,-1139
1969,3,17,18,8.1031,4.6902,-739.73
1969,3,18,0,0.33245,17.722,-5291.6
1969,3,18,6,2.126,10.43,-1870.1
1969,3,18,12,8.6911,7.1868,-1365.3
1969,3,18,18,15.647,0.090204,-23.776
1969,3,19,0,13.694,0.79051,-182.66
1969,3,19,6,3.6323,2.4127,-177.23
1969,3,19,12,1.6158,2.952,-167.35
1969,3,19,18,0.41749,4.4302,-332.08
1969,3,20,0,-1.6397,7.1176,-875.76
1969,3,20,6,-1.4802,7.5202,-970.96
1969,3,20,12,-3.1368,6.7165,-838.71
1969,3,20,18,-1.8197,7.7891,-1049.5
1969,3,21,0,-0.74361,12.756,-2745.5
1969,3,21,6,1.334,8.994,-1377.6
1969,3,21,12,2.3524,8.1873,-1174.9
1969,3,21,18,2.8311,9.3952,-1553
1969,3,22,0,4.7084,7.3792,-1088.1
1969,3,22,6,11.579,-2.2952,456.41
1969,3,22,12,8.4053,-2.4259,357.51
1969,3,22,18,7.207,-0.94775,116.05
1969,3,23,0,1.7754,3.3546,-214.48
1969,3,23,6,0.45826,2.2819,-89.469
1969,3,23,12,-1.5582,2.8212,-153.17
1969,3,23,18,-2.0369,1.6134,-70.619
1969,3,24,0,-6.8879,1.753,-209.88
1969,3,24,6,-8.626,5.2457,-892.12
1969,3,24,12,-8.4053,2.4259,-357.51
1969,3,24,18,-7.3665,0.54514,-67.833
1969,3,25,0,-12.459,4.5786,-1023.7
1969,3,25,6,-13.396,1.0888,-246.51
1969,3,25,12,-12.516,-1.1946,253.01
1969,3,25,18,-11.318,-2.6728,523.6
1969,3,26,0,-9.2811,-4.2861,738.12
1969,3,26,6,-13.036,-0.25419,55.828
1969,3,26,12,-11.056,-7.6407,1729.8
1969,3,26,18,-8.9993,-10.328,2383.4
1969,3,27,0,-9.0604,-7.1059,1378.3
1969,3,27,6,-3.6731,-0.26448,16.407
1969,3,27,12,-3.8699,-7.5144,1069.9
1969,3,27,18,-4.0498,-6.8429,916.57
1969,3,28,0,-2.8515,-8.3211,1233
1969,3,28,6,-4.7288,-6.3051,837.09
1969,3,28,12,-8.7005,-8.4489,1726.1
1969,3,28,18,-9.2199,-7.5085,1504
1969,3,29,0,-10.14,-3.0769,549.23
1969,3,29,6,-6.107,-4.1554,517.06
1969,3,29,12,-5.0682,-6.0362,801.43
1969,3,29,18,-4.9087,-5.6336,709.1
1969,3,30,0,-4.7899,-3.0827,295.8
1969,3,30,6,-4.61,-3.7542,375.99
1969,3,30,12,-0.57704,-4.8328,396.23
1969,3,30,18,-0.6178,-2.6845,124.57
1969,3,31,0,-0.81811,-0.93893,19.697
1969,3,31,6,0.99804,0.26742,-4.6547
1969,3,31,12,1.1984,-1.4782,47.384
1969,3,31,18,0.85888,-1.2093,30.216
1969,4,1,0,0.89964,-3.3575,196.6
1969,4,1,6,-1.9146,-4.8313,422.94
1969,4,1,12,-1.6735,-8.7251,1305.8
1969,4,1,18,-2.013,-8.4562,1238.2
1969,4,2,0,-3.8495,-8.5885,1361.7
1969,4,2,6,-7.0235,-8.7192,1644.5
1969,4,2,12,-13.073,-7.1015,1779.7
1969,4,2,18,-8.0624,-6.8384,1217.9
1969,4,3,0,-9.04,-8.18,1679.9
1969,4,3,6,-10.856,-9.3863,2269.2
1969,4,3,12,-10.758,-5.7614,1184.4
1969,4,3,18,-9.2199,-7.5085,1504
1969,4,4,0,-11.437,-5.2236,1106.4
1969,4,4,6,-10.737,-6.8355,1465.7
1969,4,4,12,-8.2423,-6.1669,1069.4
1969,4,4,18,-6.7656,-4.6917,650.7
1969,4,5,0,-8.2219,-7.2411,1336.4
1969,4,5,6,-5.9271,-4.8269,621.53
1969,4,5,12,-4.9291,-4.5595,515.71
1969,4,5,18,-3.432,-4.1583,377.68
1969,4,6,0,-3.7919,-2.8153,223.98
1969,4,6,6,-2.8753,1.7486,-99.125
1969,4,6,12,1.7381,-3.4927,229.54
1969,4,6,18,-1.1372,-1.7441,61.175
1969,4,7,0,-1.6566,-0.80374,24.93
1969,4,7,6,-0.79773,-2.013,73.428
1969,4,7,12,-0.41749,-4.4302,332.08
1969,4,7,18,2.1388,-6.9839,859.3
1969,4,8,0,1.6397,-7.1176,875.76
1969,4,8,6,-2.1352,-2.0116,99.405
1969,4,8,12,-2.7734,-3.622,278.34
1969,4,8,18,-2.5731,-5.3676,538.22
1969,4,9,0,-2.4543,-2.8168,177.28
1969,4,9,6,-3.1537,-1.2049,68.522
1969,4,9,12,-0.6178,-2.6845,124.57
1969,4,9,18,-2.2744,-3.4883,244.7
1969,4,10,0,-0.47864,-1.2078,26.434
1969,4,10,6,-3.354,0.54073,-30.945
1969,4,10,12,-0.45826,-2.2819,89.469
1969,4,10,18,-1.1168,-2.8183,143.92
1969,4,11,0,-1.9553,-2.6831,150.05
1969,4,11,6,-0.6178,-2.6845,124.57
1969,4,11,12,0.44139,-5.6395,537.38
1969,4,11,18,-0.41749,-4.4302,332.08
1969,4,12,0,1.2595,-4.7005,385.33
1969,4,12,6,3.096,-4.5683,424.68
1969,4,12,12,2.9773,-7.1191,925.41
1969,4,12,18,0.7401,-3.7601,242.74
1969,4,13,0,3.6154,-5.5087,611.45
1969,4,13,6,-0.37673,-6.5784,730.18
1969,4,13,12,1.0016,-8.7281,1291.7
1969,4,13,18,-2.8515,-8.3211,1233
1969,4,14,0,-2.0537,-6.308,704.93
1969,4,14,6,-0.91651,-4.5639,357.88
1969,4,14,12,-1.5547,-6.1743,662.23
1969,4,14,18,-3.931,-4.292,420.81
1969,4,15,0,-4.3113,-1.8749,148.48
1969,4,15,6,-4.3316,-0.8008,59.424
1969,4,15,12,-3.4728,-2.0101,135.87
1969,4,15,18,-4.111,-3.6205,334.1
1969,4,16,0,-2.933,-4.0246,337.62
1969,4,16,6,-3.9718,-2.1438,163
1969,4,16,12,-5.0886,-4.9621,594.1
1969,4,16,18,-3.2725,-3.7557,315.16
1969,4,17,0,-4.8103,-2.0086,176.38
1969,4,17,6,-4.6304,-2.6801,241.54
1969,4,17,12,-2.2744,-3.4883,244.7
1969,4,17,18,-3.1129,-3.3531,258.43
1969,4,18,0,-2.6139,-3.2194,224.9
1969,4,18,6,-0.41749,-4.4302,332.08
1969,4,18,12,1.7178,-2.4186,120.86
1969,4,18,18,4.7119,-1.6163,135.63
1969,4,19,0,3.853,-0.40702,26.565
1969,4,19,6,5.8491,0.12783,-12.598
1969,4,19,12,3.6154,-5.5087,611.45
1969,4,19,18,2.8957,-2.8227,192.28
1969,4,20,0,3.853,-0.40702,26.565
1969,4,20,6,7.1051,4.4228,-623.54
1969,4,20,12,10.459,3.8821,-729.57
1969,4,20,18,13.134,3.8791,-894.91
1969,4,21,0,7.4853,2.0057,-261.83
1969,4,21,6,17.306,4.2773,-1284.5
1969,4,21,12,16.688,1.5928,-449.8
1969,4,21,18,16.009,2.1306,-579.65
1969,4,22,0,11.956,4.2832,-916.35
1969,4,22,6,11.956,4.2832,-916.35
1969,4,22,12,11.898,-1.49,300.97
1969,4,22,18,11.22,-0.95216,180.6
1969,4,23,0,8.1847,0.39378,-54.355
1969,4,23,6,7.3869,-1.6193,206.28
1969,4,23,12,4.851,-0.1396,11.412
1969,4,23,18,3.6731,0.26448,-16.407
1969,4,24,0,8.2831,4.0187,-623.25
1969,4,24,6,4.9698,2.4112,-224.37
1969,4,24,12,4.4708,2.2775,-192.5
1969,4,24,18,1.3375,-0.0014707,0.033137
1969,4,25,0,2.5155,-0.40555,17.407
1969,4,25,6,0.67895,-0.53779,7.8466
1969,4,25,12,2.9941,0.80227,-41.892
1969,4,25,18,3.1741,0.13077,-6.998
1969,4,26,0,3.0349,-1.3459,75.274
1969,4,26,6,0.71971,-2.686,125.82
1969,4,26,12,-0.89613,-5.638,542.18
1969,4,26,18,-2.7327,-5.7702,620.59
1969,4,27,0,-3.3505,-8.4548,1295.3
1969,4,27,6,-6.365,-8.1829,1429
1969,4,27,12,-7.363,-8.4504,1595.5
1969,4,27,18,-8.6802,-9.523,2067.1
1969,4,28,0,-9.3795,-7.9111,1635.2
1969,4,28,6,-8.8601,-8.8515,1867.4
1969,4,28,12,-7.6617,-10.33,2237.9
1969,4,28,18,-7.3426,-9.5245,1929.5
1969,4,29,0,-8.3034,-2.9446,437.01
1969,4,29,6,-5.6488,-1.8734,187.82
1969,4,29,12,-2.2744,-3.4883,244.7
1969,4,29,18,-1.0964,-3.8924,265.15
1969,4,30,0,-1.1984,1.4782,-47.384
1969,4,30,6,-1.2187,2.5523,-121.6
1969,4,30,12,-0.38024,2.4171,-99.629
1969,4,30,18,-0.28184,6.0421,-615.64
1969,5,1,0,NaN,NaN,NaN
1969,5,1,6,-5.2371,7.2693,-1097.1
1969,5,1,12,-3.5788,8.8652,-1427.7
1969,5,1,18,0.66489,9.8943,-1652.8
1969,5,2,0,1.573,10.497,-1877
1969,5,2,6,0.86282,9.1557,-1418.3
1969,5,2,12,3.1034,2.0911,-131.82
1969,5,2,18,6.1102,-3.9406,482.63
1969,5,3,0,7.2478,-3.096,411.03
1969,5,3,6,7.4277,-3.7675,528.57
1969,5,3,12,3.9345,-4.7035,485.86
1969,5,3,18,2.4171,-4.0305,319.09
1969,5,4,0,2.3763,-1.8823,96.121
1969,5,4,6,3.1741,0.13077,-6.998
1969,5,4,12,5.6895,-0.27478,26.366
1969,5,4,18,4.9902,1.3371,-116.37
1969,5,5,0,4.4708,2.2775,-192.5
1969,5,5,6,4.4708,2.2775,-192.5
1969,5,5,12,6.0663,6.3036,-928.97
1969,5,5,18,6.1035,13.151,-3211.8
1969,5,6,0,10.34,1.3312,-233.8
1969,5,6,6,11.399,-1.6237,314.94
1969,5,6,12,7.6076,-4.439,658.63
1969,5,6,18,4.3724,-1.3474,103.85
1969,5,7,0,5.1498,1.7397,-159.3
1969,5,7,6,8.7821,4.1524,-679.51
1969,5,7,12,8.1235,3.6161,-541.66
1969,5,7,18,10.14,3.0769,-549.23
1969,5,8,0,13.212,8.5782,-2276.3
1969,5,8,6,12.733,7.3704,-1826.7
1969,5,8,12,16.447,5.4866,-1602.5
1969,5,8,18,13.453,4.6843,-1124.1
1969,5,9,0,9.3015,3.212,-532.45
1969,5,9,6,8.1439,2.542,-365.32
1969,5,9,12,8.4222,5.4954,-930.96
1969,5,9,18,6.3073,2.4098,-274.09
1969,5,10,0,3.1909,8.0522,-1174.8
1969,5,10,6,3.5712,5.635,-633.28
1969,5,10,12,4.4504,3.3516,-314.56
1969,5,10,18,4.0906,4.6946,-492.43
1969,5,11,0,2.9534,2.9505,-207.49
1969,5,11,6,1.2356,5.3691,-498.3
1969,5,11,12,0.73658,5.2354,-466.27
1969,5,11,18,1.9757,1.609,-69.059
1969,5,12,0,2.434,3.8909,-300.81
1969,5,12,6,2.4136,4.965,-461.73
1969,5,12,12,-1.0796,4.029,-283.1
1969,5,12,18,-2.5563,2.5538,-155.44
1969,5,13,0,-0.56017,3.0886,-163.32
1969,5,13,6,3.9514,3.2179,-276.24
1969,5,13,12,5.6284,2.9476,-315.47
1969,5,13,18,2.2948,2.4142,-135.46
1969,5,14,0,2.8922,6.1728,-708.84
1969,5,14,6,3.8699,7.5144,-1069.9
1969,5,14,12,3.8699,7.5144,-1069.9
1969,5,14,18,6.6672,1.0668,-121.33
1969,5,15,0,0.9369,3.4898,-212.42
1969,5,15,6,6.3481,0.26154,-27.992
1969,5,15,12,4.7527,-3.7645,384.48
1969,5,15,18,1.2391,-3.6264,234.11
1969,5,16,0,1.7585,-4.5668,376.47
1969,5,16,6,-0.77735,-3.0871,165.56
1969,5,16,12,-3.2113,-6.978,902.95
1969,5,16,18,-3.9106,-5.3661,600.22
1969,5,17,0,-3.8903,-6.4403,816.27
1969,5,17,6,-3.0925,-4.4272,402.75
1969,5,17,12,-0.73658,-5.2354,466.27
1969,5,17,18,-2.8922,-6.1728,708.84
1969,5,18,0,-2.512,-8.5899,1295
1969,5,18,6,-2.013,-8.4562,1238.2
1969,5,18,12,-2.6104,-12.215,2570.1
1969,5,18,18,-7.0032,-9.7934,1986.2
1969,5,19,0,-7.0847,-5.4969,830.33
1969,5,19,6,-6.7452,-5.7658,861.88
1969,5,19,12,-5.2278,-6.4388,899.58
1969,5,19,18,-4.0498,-6.8429,916.57
1969,5,20,0,-5.9883,-1.6045,167.57
1969,5,20,6,-3.6731,-0.26448,16.407
1969,5,20,12,-1.4767,-1.4752,51.873
1969,5,20,18,-0.6178,-2.6845,124.57
1969,5,21,0,0.65857,0.53632,-7.6732
1969,5,21,6,0.43787,3.356,-191.34
1969,5,21,12,0.13916,1.4767,-36.898
1969,5,21,18,-0.33948,0.2689,-1.9617
1969,5,22,0,-0.33948,0.2689,-1.9617
1969,5,22,6,-0.71971,2.686,-125.82
1969,5,22,12,0.91651,4.5639,-357.88
1969,5,22,18,2.6139,3.2194,-224.9
1969,5,23,0,2.254,4.5624,-391.1
1969,5,23,6,2.6715,8.9926,-1421.1
1969,5,23,12,-2.6954,1.0771,-52.664
1969,5,23,18,0.061147,-3.2223,174.94
1969,5,24,0,0.87926,-2.2834,94.118
1969,5,24,6,2.8346,0.39967,-19.273
1969,5,24,12,7.3462,0.52897,-65.629
1969,5,24,18,6.528,-0.40996,45.171
1969,5,25,0,5.6895,-0.27478,26.366
1969,5,25,6,7.7672,-4.0364,595.18
1969,5,25,12,7.0271,-0.27625,32.726
1969,5,25,18,5.8287,1.2019,-120.5
1969,5,26,0,6.9659,2.9461,-375.35
1969,5,26,6,3.5712,5.635,-633.28
1969,5,26,12,3.2725,3.7557,-315.16
1969,5,26,18,3.7715,3.8894,-354.96
1969,5,27,0,4.1313,2.5464,-208.17
1969,5,27,6,6.4669,2.8124,-334.09
1969,5,27,12,8.6225,3.7498,-593.94
1969,5,27,18,8.4018,6.5696,-1180.3
1969,5,28,0,9.04,8.18,-1679.9
1969,5,28,6,9.0196,9.2541,-2014.5
1969,5,28,12,11.596,5.6262,-1221.6
1969,5,28,18,11.735,7.1029,-1641.3
1969,5,29,0,11.515,9.9227,-2540.7
1969,5,29,6,11.817,2.8065,-574.2
1969,5,29,12,10.978,2.9417,-563.22
1969,5,29,18,10.7,-0.011766,2.1208
1969,5,30,0,7.6652,1.3342,-174.87
1969,5,30,6,7.3869,-1.6193,206.28
1969,5,30,12,5.1905,-0.40849,35.827
1969,5,30,18,3.5339,-1.2122,76.292
1969,5,31,0,1.4971,0.40114,-10.473
1969,5,31,6,-4.851,0.1396,-11.412
1969,5,31,12,0.35986,-1.343,31.455
1969,5,31,18,-1.4359,-3.6235,237.91
1969,6,1,0,-1.7958,-2.2805,111.51
1969,6,1,6,-1.9961,-0.53485,18.619
1969,6,1,12,-1.7754,-3.3546,214.48
1969,6,1,18,-1.9146,-4.8313,422.94
1969,6,2,0,-4.61,-3.7542,375.99
1969,6,2,6,-5.9475,-3.7528,444.57
1969,6,2,12,-7.2442,-5.8995,928.46
1969,6,2,18,-9.7597,-5.494,1036.5
1969,6,3,0,-10.799,-3.6132,693.07
1969,6,3,6,-6.9863,-1.872,228.08
1969,6,3,12,-5.2685,-4.2906,491.09
1969,6,3,18,-6.107,-4.1554,517.06
1969,6,4,0,-8.6225,-3.7498,593.94
1969,6,4,6,-6.287,-3.4839,421.83
1969,6,4,12,-7.4038,-6.3021,1032.2
1969,6,4,18,-6.0663,-6.3036,928.97
1969,6,5,0,-9.6206,-4.0173,705.53
1969,6,5,6,-8.5037,-1.199,173.45
1969,6,5,12,-8.4834,-2.2731,336.3
1969,6,5,18,-7.4649,-3.0798,418.95
1969,6,6,0,-10.222,1.2196,-211.49
1969,6,6,6,-8.385,1.3518,-193.41
1969,6,6,12,-6.4093,2.9608,-352.13
1969,6,6,18,-7.1662,-1.2005,146.94
1969,6,7,0,-6.0698,2.6919,-301.09
1969,6,7,6,-6.1309,5.9142,-848.69
1969,6,7,12,-3.354,0.54073,-30.945
1969,6,7,18,-3.4728,-2.0101,135.87
1969,6,8,0,-3.853,0.40702,-26.565
1969,6,8,6,-1.7178,2.4186,-120.86
1969,6,8,12,-2.1556,-0.93746,37.121
1969,6,8,18,-1.2968,-2.1468,90.697
1969,6,9,0,-3.6935,0.80963,-51.569
1969,6,9,6,-7.8044,-2.8109,392.78
1969,6,9,12,-2.2948,-2.4142,135.46
1969,6,9,18,2.4951,0.66856,-29.092
1969,6,10,0,-1.3579,1.0756,-31.386
1969,6,10,6,-1.3171,-1.0726,30.693
1969,6,10,12,-0.15955,-0.40261,2.9371
1969,6,10,18,-4.532,0.94481,-73.68
1969,6,11,0,-1.1984,1.4782,-47.384
1969,6,11,6,-3.6527,-1.3386,87.722
1969,6,11,12,-1.9757,-1.609,69.059
1969,6,11,18,-0.63819,-1.6104,46.994
1969,6,12,0,-0.95728,-2.4156,105.74
1969,6,12,6,-0.9369,-3.4898,212.42
1969,6,12,12,0.20031,-1.7456,51.668
1969,6,12,18,1.1,-5.1031,448.76
1969,6,13,0,0.22069,-2.8197,134.35
1969,6,13,6,-0.45826,-2.2819,89.469
1969,6,13,12,-1.0964,-3.8924,265.15
1969,6,13,18,1.2391,-3.6264,234.11
1969,6,14,0,1.2187,-2.5523,121.6
1969,6,14,6,1.8569,-0.94187,33.036
1969,6,14,12,3.0349,-1.3459,75.274
1969,6,14,18,3.3132,1.6075,-99.72
1969,6,15,0,7.7433,6.0332,-997.65
1969,6,15,6,6.9252,5.0943,-737.76
1969,6,15,12,6.2666,4.558,-594.97
1969,6,15,18,5.0106,0.26301,-22.23
1969,6,16,0,4.3113,1.8749,-148.48
1969,6,16,6,4.3113,1.8749,-148.48
1969,6,16,12,7.6449,2.4083,-325.17
1969,6,16,18,6.3073,2.4098,-274.09
1969,6,17,0,7.4446,4.1539,-596.53
